"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"2BCPJVNP","journalArticle","2025","Jeri-Alvarado, Orlando; Espinoza, Cristopher; Gamboa-Cruzado, Javier; Morales, Maria Leon; Ataupillco-Vera, Victor; Chavez-Chavez, Oscar; Romero, Carlos Andres Tavera; Castillo-Velazquez, Francisco Antonio","Financial Fraud Detection in the Banking Sector Using Machine Learning: An Exhaustive Systematic Review","COMPUTACION Y SISTEMAS","","1405-5546","10.13053/CyS-29-3-5909","","In recent years, the application of machine learning techniques for detecting financial fraud within the banking sector has experienced a remarkable increase. This paper seeks to highlight this progress and emphasize its impact on enhancing fraud prevention and control systems. The objective of this paper is to explore, determine, and identify the current state of knowledge regarding the use of machine learning in financial fraud detection in the banking sector. This study was based on 61 papers selected from six major digital libraries: IEEE Xplore, Scopus, ScienceDirect, ProQuest, ARDI, and Web of Science. Only peer-reviewed journal papers were included. The systematic review covered publications between 2019 and 2025, available in open-access databases, focusing on the use of machine learning in detecting financial fraud in the banking sector. The findings from the 61 reviewed papers indicate that the most widely used programming language for machine learning solutions is Scala. Additionally, tools implemented in fraud detection and gaps in model comparison were identified. It is recommended to explore more recent approaches and banking contexts that have not yet been addressed.","2025","2025-10-26 22:28:59","2025-10-26 22:28:59","","1701-1721","","3","29","","","","","","","","Inst Politecnico Nacional IPN, Centro Investigacion Computacion","","English","","","","","","","Place: AV JUAN DIOS BATIZ, S N ESQ M OTHON MENDIZABAL, UP ADOLFO LOPEZ MATEOS ZACATENCO, MEXICO CITY, 07738, MEXICO Type: Review","","","","banking sector; deep learning; Financial fraud detection; identification of financial scams","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5K3YRJ6T","journalArticle","2025","Marazqah Btoush, Eyad Abdel Latif; Zhou, Xujuan; Gururajan, Raj; Chan, Ka Ching; Alsodi, Omar","Enhancing credit card fraud detection with a stacking-based hybrid machine learning approach","PEERJ COMPUTER SCIENCE","","","10.7717/peerj-cs.3007","","The swift progression of technology has increased the complexity of cyber fraud, posing an escalating challenge for the banking sector to reliably and efficiently identify fraudulent credit card transactions. Conventional detection approaches fail to adapt to the advancing strategies of fraudsters, resulting in heightened false positives and inefficiency within fraud detection systems. This study overcomes these restrictions by creating an innovative stacking hybrid machine learning (ML) approach that combines decision trees (DT), random forests (RF), support vector machines (SVM), XGBoost, CatBoost, and logistic regression (LR) within a stacking ensemble framework. This method uses stacking to integrate diverse ML models, enhancing predictive performance, with a meta-model consolidating base model predictions, resulting in superior detection accuracy compared to any single model. The methodology utilizes sophisticated data preprocessing techniques, such as correlation-based feature selection and principal component analysis (PCA), to enhance computing efficiency while preserving essential information. Experimental assessments of a credit card transaction dataset reveal that the stacking ensemble model exhibits higher performance, achieving an F1-score of 88.14%, thereby efficiently balancing precision and recall. This outcome highlights the significance of ensemble methods such as stacking in attaining strong and dependable cyber fraud detection, emphasizing its capacity to markedly enhance the security of financial transactions.","2025-09-02","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","11","","","","","","","","PEERJ INC","","English","","","","","","","Place: 341-345 OLD ST, THIRD FLR, LONDON, EC1V 9LL, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/S7IYEZFR/Marazqah Btoush et al. - 2025 - Enhancing credit card fraud detection with a stacking-based hybrid machine learning approach.pdf","","Ensemble techniques; Machine learning; Fraud detection; Credit card fraud","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7D9A7ME","journalArticle","2022","Alfaiz, Noor Saleh; Fati, Suliman Mohamed","Enhanced Credit Card Fraud Detection Model Using Machine Learning","ELECTRONICS","","2079-9292","10.3390/electronics11040662","","The COVID-19 pandemic has limited people's mobility to a certain extent, making it difficult to purchase goods and services offline, which has led the creation of a culture of increased dependence on online services. One of the crucial issues with using credit cards is fraud, which is a serious challenge in the realm of online transactions. Consequently, there is a huge need to develop the best approach possible to using machine learning in order to prevent almost all fraudulent credit card transactions. This paper studies a total of 66 machine learning models based on two stages of evaluation. A real-world credit card fraud detection dataset of European cardholders is used in each model along with stratified K-fold cross-validation. In the first stage, nine machine learning algorithms are tested to detect fraudulent transactions. The best three algorithms are nominated to be used again in the second stage, with 19 resampling techniques used with each one of the best three algorithms. Out of 330 evaluation metric values that took nearly one month to obtain, the All K-Nearest Neighbors (AllKNN) undersampling technique along with CatBoost (AllKNN-CatBoost) is considered to be the best proposed model. Accordingly, the AllKNN-CatBoost model is compared with related works. The results indicate that the proposed model outperforms previous models with an AUC value of 97.94%, a Recall value of 95.91%, and an F1-Score value of 87.40%.","2022-02","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","4","11","","","","","","","","MDPI","","English","","","","","","","Place: MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND Type: Article","","/Users/damaral/Zotero/storage/ECQBSQ9T/Alfaiz and Fati - 2022 - Enhanced Credit Card Fraud Detection Model Using Machine Learning.pdf","","machine learning; fraud detection; XGBoost; class imbalance; random forest; credit card fraud; CatBoost","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ME7AAZLE","journalArticle","2022","Ashfaq, Tehreem; Khalid, Rabiya; Yahaya, Adamu Sani; Aslam, Sheraz; Azar, Ahmad Taher; Alsafari, Safa; Hameed, Ibrahim A.","A Machine Learning and Blockchain Based Efficient Fraud Detection Mechanism","SENSORS","","","10.3390/s22197162","","In this paper, we address the problems of fraud and anomalies in the Bitcoin network. These are common problems in e-banking and online transactions. However, as the financial sector evolves, so do the methods for fraud and anomalies. Moreover, blockchain technology is being introduced as the most secure method integrated into finance. However, along with these advanced technologies, many frauds are also increasing every year. Therefore, we propose a secure fraud detection model based on machine learning and blockchain. There are two machine learning algorithms-XGboost and random forest (RF)-used for transaction classification. The machine learning techniques train the dataset based on the fraudulent and integrated transaction patterns and predict the new incoming transactions. The blockchain technology is integrated with machine learning algorithms to detect fraudulent transactions in the Bitcoin network. In the proposed model, XGboost and random forest (RF) algorithms are used to classify transactions and predict transaction patterns. We also calculate the precision and AUC of the models to measure the accuracy. A security analysis of the proposed smart contract is also performed to show the robustness of our system. In addition, an attacker model is also proposed to protect the proposed system from attacks and vulnerabilities.","2022-10","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","19","22","","","","","","","","MDPI","","English","","","","","","","Place: ST ALBAN-ANLAGE 66, CH-4052 BASEL, SWITZERLAND Type: Article","","","","machine learning; fraud detection; anomaly detection; random forest; XGboost; blockchain","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ZENEKRK","journalArticle","2022","Khan, Ameer Tamoor; Cao, Xinwei; Li, Shuai; Katsikis, Vasilios N.; Brajevic, Ivona; Stanimirovic, Predrag S.","Fraud detection in publicly traded U.S firms using Beetle Antennae Search: A machine learning approach","EXPERT SYSTEMS WITH APPLICATIONS","","0957-4174","10.1016/j.eswa.2021.116148","","In this paper, we present a fraud detection framework for publicly traded firms using an optimization approach integrated with a meta-heuristic algorithm known as Beetle Antennae Search (BAS). Existing techniques include human resources, like financial experts and audit teams, to determine the ambiguities or financial frauds in the companies based on financial and non-financial ratios. It is a laborious task, time-consuming, and prone to errors. We designed an optimization problem to minimize the loss function based on a non-linear decision function combined with the maximization of recall (Sensitivity and Specificity). We solved the optimization problem iteratively using the BAS. It is a nature-inspired algorithm and mimics the beetle's food-searching nature. It includes a single searching particle to find an optimal solution to the optimization problem in n dimensional space. We used a benchmark dataset collected from SEC's Accounting and Auditing Enforcement Releases (AAERs) for the simulation. It includes 28 raw financial variables and the data collected between 1991-2008. For the comparison, we evaluated the performance of BAS with the recently proposed approach using RUSBoost. We also compared it with some additional algorithms, i.e., Logit and SVM-FK. The results showed that BAS is comparable with these algorithms and outperformed them in time consumption.","2022-04-01","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","191","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Type: Article","","","","Finance; Optimization; Classification; BAS; Fraud-detection; US-firms","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KQ5QR5W","journalArticle","2025","Donelli, Massimo; Mulloni, Viviana; Marchi, Giada","Anti-Fraud Detection System Based on Microwave Spectral Signature of Chipless RFID and Machine Learning","IEEE TRANSACTIONS ON INSTRUMENTATION AND MEASUREMENT","","0018-9456","10.1109/TIM.2025.3555677","","In conjunction with the rapid evolution of global web markets and online transactions, there is a strong increase in frauds that involve luxury goods and foods. In such a scenario, the development of new methodologies to protect the brand's originality is mandatory. Different research groups tried to propose a wide range of anti-fraud systems aimed at protecting luxury goods and foods. They are based on radio frequency identification (RFID) technology, advanced deep and machine learning methods, and blockchain. This article presents a system that permits the easy and unique identification and tracking of luxury goods starting from the production phase using chipless RFID tags. The method uses metallic tags that are difficult to imitate and that can be hidden in the good. To simplify the tag identification, machine learning techniques are implemented in the reader section. Obtained preliminary results, based on an experimental system prototype, are quite promising and have shown a protection accuracy enhancement compared with existing methodologies.","2025","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","74","","","","","","","","IEEE-INST ELECTRICAL ELECTRONICS ENGINEERS INC","","English","","","","","","","Place: 445 HOES LANE, PISCATAWAY, NJ 08855-4141 USA Type: Article","","","","Machine learning; Fraud; machine learning; Production; Support vector machines; Chipless RFID; Counterfeiting; Dielectric substrates; Electromagnetic propagation; microwave signature; microwave systems; radio frequency identification (RFID) tags; Radiofrequency identification; Shape; Spirals; support vector machine (SVM)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GJZMY2GY","journalArticle","2024","Ravindranath, Vaishali; Nallakaruppan, M. K.; Shri, M. Lawanya; Balusamy, Balamurugan; Bhattacharyya, Siddhartha","Evaluation of performance enhancement in Ethereum fraud detection using oversampling techniques","APPLIED SOFT COMPUTING","","1568-4946","10.1016/j.asoc.2024.111698","","With the growing popularity of cryptocurrencies and their decentralized nature, the risk of fraudulent activities within these ecosystems has become a pressing concern. This research paper focuses on Ethereum fraud detection using a dataset specifically curated for this purpose. The methodology encompasses essential steps, including data cleaning, correlation analysis, data splitting, and exploratory data analysis to understand the data characteristics. Subsequently, self -optimized machine learning models are trained with the Pycaret library while addressing the class imbalance using SMOTENC (Synthetic Minority oversampling Technique for Nominal and Continuous Data), ADA-SYN (Adaptive Synthetic Algorithm), and K -Means -SMOTE techniques. The performance of the various models is evaluated on test and validation datasets using metrics such as accuracy, precision, recall, and AUC (Area Under Curve). The study reveals that the ensemble models, particularly CATBoost (Categorical Boost) and LGBM (Light Gradient Boost Method), show exceptional efficiency, with accuracy ranging from 97% to 98.42% after oversampling. Moreover, these models exhibit higher F1 scores and AUC values, indicating their potential to detect fraud effectively. The validation metrics also lie in the same range, demonstrating that the models do not suffer from over -fitting. The experiment demonstrates the promise of ensemble models in Ethereum fraud detection, paving the way for deploying robust fraud detection systems in crypto-currency ecosystems. The results show that the K -Means SMOTE oversampling technique has the highest classification accuracy levels of 98.42% with an AUC of 99.82%.","2024-08","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","161","","","","","","","","ELSEVIER","","English","","","","","","","Place: RADARWEG 29, 1043 NX AMSTERDAM, NETHERLANDS Type: Article","","/Users/damaral/Zotero/storage/QVPF2A53/Ravindranath et al. - 2024 - Evaluation of performance enhancement in Ethereum fraud detection using oversampling techniques.pdf","","ADASYN; K-Means SMOTE; LGBM; SMOTENC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGIQH9GG","journalArticle","2021","Blaszczynski, Jerzy; de Almeida Filho, Adiel T.; Matuszyk, Anna; Szelag, Marcin; Slowinski, Roman","Auto loan fraud detection using dominance-based rough set approach versus machine learning methods","EXPERT SYSTEMS WITH APPLICATIONS","","0957-4174","10.1016/j.eswa.2020.113740","","Financial fraud is escalating as financial services and operations grow. Despite preventive actions and security measures deployed to mitigate financial fraud, fraudsters are learning and finding new ways to get around fraud prevention systems, thereby, challenging quantitative techniques and predictive models. Thus, new techniques must be explored and tested so the insights obtained from the analysis may be used to support more accurate fraud prediction and the development of fraud prevention systems which have additional checks to mitigate suspicious events. Auto loan is a significant financial product not yet explored in the literature, unlike the misuse of credit cards, for instance. Given the recent increase in fraudulent transactions concerning auto loan applications, this paper tests a new data set for auto loan applications using a technique not yet explored for financial fraud prediction, namely the Dominance-based Rough Set Balanced Rule Ensemble (DRSA-BRE), and after comparing it with other techniques traditionally used for predicting financial fraud, finds that the proposed approach has several advantages over the traditional ones. (C) 2020 Elsevier Ltd. All rights reserved.","2021-01","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","","163","","","","","","","","PERGAMON-ELSEVIER SCIENCE LTD","","English","","","","","","","Place: THE BOULEVARD, LANGFORD LANE, KIDLINGTON, OXFORD OX5 1GB, ENGLAND Type: Article","","/Users/damaral/Zotero/storage/D2GQJAYJ/Blaszczynski et al. - 2021 - Auto loan fraud detection using dominance-based rough set approach versus machine learning methods.pdf","","Random Forest; SVM; Ensemble; Auto loan; Decision rules; Dominance-based Rough Set Balanced Rule","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MH3NTVF2","journalArticle","2021","Stojanovic, Branka; Bozic, Josip; Hofer-Schmitz, Katharina; Nahrgang, Kai; Weber, Andreas; Badii, Atta; Sundaram, Maheshkumar; Jordan, Elliot; Runevic, Joel","Follow the Trail: Machine Learning for Fraud Detection in Fintech Applications","SENSORS","","","10.3390/s21051594","","Financial technology, or Fintech, represents an emerging industry on the global market. With online transactions on the rise, the use of IT for automation of financial services is of increasing importance. Fintech enables institutions to deliver services to customers worldwide on a 24/7 basis. Its services are often easy to access and enable customers to perform transactions in real-time. In fact, advantages such as these make Fintech increasingly popular among clients. However, since Fintech transactions are made up of information, ensuring security becomes a critical issue. Vulnerabilities in such systems leave them exposed to fraudulent acts, which cause severe damage to clients and providers alike. For this reason, techniques from the area of Machine Learning (ML) are applied to identify anomalies in Fintech applications. They target suspicious activity in financial datasets and generate models in order to anticipate future frauds. We contribute to this important issue and provide an evaluation on anomaly detection methods for this matter. Experiments were conducted on several fraudulent datasets from real-world and synthetic databases, respectively. The obtained results confirm that ML methods contribute to fraud detection with varying success. Therefore, we discuss the effectiveness of the individual methods with regard to the detection rate. In addition, we provide an analysis on the influence of selected features on their performance. Finally, we discuss the impact of the observed results for the security of Fintech applications in the future.","2021-03","2025-10-26 22:28:59","2025-10-26 22:28:59","","","","5","21","","","","","","","","MDPI","","English","","","","","","","Place: MDPI AG, Grosspeteranlage 5, CH-4052 BASEL, SWITZERLAND Type: Article","","","","Fintech; machine learning; fraud detection; anomaly detection; cybercrime","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X753EENS","journalArticle","2021","Lim, Kha Shing; Lee, Lam Hong; Sim, Yee-Wai","A Review of Machine Learning Algorithms for Fraud Detection in Credit Card Transaction","INTERNATIONAL JOURNAL OF COMPUTER SCIENCE AND NETWORK SECURITY","","1738-7906","10.22937/IJCSNS.2021.21.9.4","","The increasing number of credit card fraud cases has become a considerable problem since the past decades. This phenomenon is due to the expansion of new technologies, including the increased popularity and volume of online banking transactions and e-commerce. In order to address the problem of credit card fraud detection, a rule-based approach has been widely utilized to detect and guard against fraudulent activities. However, it requires huge computational power and high complexity in defining and building the rule base for pattern matching, in order to precisely identifying the fraud patterns. In addition, it does not come with intelligence and ability in predicting or analysing transaction data in looking for new fraud patterns and strategies. As such, Data Mining and Machine Learning algorithms are proposed to overcome the shortcomings in this paper. The aim of this paper is to highlight the important techniques and methodologies that are employed in fraud detection, while at the same time focusing on the existing literature. Methods such as Artificial Neural Networks (ANNs), Support Vector Machines (SVMs), naive Bayesian, k-Nearest Neighbour (k-NN), Decision Tree and Frequent Pattern Mining algorithms are reviewed and evaluated for their performance in detecting fraudulent transaction.","2021-09-30","2025-10-26 22:29:00","2025-10-26 22:29:00","","31-40","","9","21","","","","","","","","INT JOURNAL COMPUTER SCIENCE & NETWORK SECURITY-IJCSNS","","English","","","","","","","Place: DAE-SANG OFFICE 301, SANGDO 5 DONG 509-1, SEOUL, 00000, SOUTH KOREA Type: Review","","/Users/damaral/Zotero/storage/9Z794TPM/Lim et al. - 2021 - A Review of Machine Learning Algorithms for Fraud Detection in Credit Card Transaction.pdf","","Machine Learning; Data Mining; Fraud Detection; Credit Card","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PT2JA5VR","journalArticle","2024","Cerneviciene, Jurgita; Kabasinskas, Audrius","Explainable artificial intelligence (XAI) in finance: a systematic literature review","ARTIFICIAL IN℡LIGENCE REVIEW","","0269-2821","10.1007/s10462-024-10854-8","","As the range of decisions made by Artificial Intelligence (AI) expands, the need for Explainable AI (XAI) becomes increasingly critical. The reasoning behind the specific outcomes of complex and opaque financial models requires a thorough justification to improve risk assessment, minimise the loss of trust, and promote a more resilient and trustworthy financial ecosystem. This Systematic Literature Review (SLR) identifies 138 relevant articles from 2005 to 2022 and highlights empirical examples demonstrating XAI's potential benefits in the financial industry. We classified the articles according to the financial tasks addressed by AI using XAI, the variation in XAI methods between applications and tasks, and the development and application of new XAI methods. The most popular financial tasks addressed by the AI using XAI were credit management, stock price predictions, and fraud detection. The three most commonly employed AI black-box techniques in finance whose explainability was evaluated were Artificial Neural Networks (ANN), Extreme Gradient Boosting (XGBoost), and Random Forest. Most of the examined publications utilise feature importance, Shapley additive explanations (SHAP), and rule-based methods. In addition, they employ explainability frameworks that integrate multiple XAI techniques. We also concisely define the existing challenges, requirements, and unresolved issues in applying XAI in the financial sector.","2024-07-26","2025-10-26 22:29:00","2025-10-26 22:29:00","","","","8","57","","","","","","","","SPRINGER","","English","","","","","","","Place: VAN GODEWIJCKSTRAAT 30, 3311 GZ DORDRECHT, NETHERLANDS Type: Article","","","","Finance; Explainability; Decision making; Explainable artificial intelligence (XAI); Financial data science; Interpretability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P3CQBE84","journalArticle","2023","Korkoman, Malak Jalwi; Abdullah, Monir","Evolutionary algorithms based on oversampling techniques for enhancing the imbalanced credit card fraud detection","JOURNAL OF IN℡LIGENT & FUZZY SYSTEMS","","1064-1246","10.3233/JIFS-222344","","Online services have advanced to the point where they have made our lives much easier, but many problems should be solved to make these services safer for consumers. Numerous transactions are conducted daily, and much personal information is published and shared on e-commerce and social media platforms. This makes security, privacy, and problematic reliability barriers to overcome. One of these problems is detecting credit card fraud because thieves aim to make all transactions legitimate by stealing credit card information. Imbalanced data is a potential problem in machine learning that impairs the performance of the classifiers used in real-world systems. For example, anomaly detection and fraudulent transactions. The term “data imbalance” refers to the problem in which the sample distribution is skewed or skewed towards a particular class. Due to its inherent nature, the software failure prediction dataset falls into the same category as non-defective software modules. The main objective of this paper is to solve the problem of the imbalanced fraud credit card dataset for enhancing the detection accuracy of using machine learning algorithms. This paper provides a unique fraud detection model using the Particle Swarm Optimization (PSO) based on oversampling technique of the minority class to solve the imbalanced dataset problem compared with the Genetic Algorithm (GA) technique. Random Forest (RF) algorithm shows up with sensitivity, specificity, and accuracy. The experimental results achieved 99.3% and 99.4% for GA and PSO within seconds, respectively. Experiments show that the proposed methods outperform other methods, evidenced by the higher classification accuracy obtained.","2023","2025-10-26 22:29:00","2025-10-26 22:29:00","","10311-10323","","6","44","","","","","","","","IOS PRESS","","English","","","","","","","Place: NIEUWE HEMWEG 6B, 1013 BG AMSTERDAM, NETHERLANDS Type: Article","","/Users/damaral/Zotero/storage/A4VDW88J/Korkoman and Abdullah - 2023 - Evolutionary algorithms based on oversampling techniques for enhancing the imbalanced credit card fr.pdf","","Fraud detection; genetic algorithm; random forest; oversampling; particle swarm optimization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
